Iteration, eigenvalue, x_factor, lambda_factor, norm_x_change, gradient_lambda
209601, -0.1451469, -0.1630787, 0.0179318, 0.0000668, 0.7265375
209701, -0.1385864, -0.1639242, 0.0253379, 0.0000657, 0.7297330
209801, -0.1319543, -0.1647585, 0.0328042, 0.0000647, 0.7328591
209901, -0.1252520, -0.1655806, 0.0403286, 0.0000637, 0.7359137
210001, -0.1184809, -0.1663897, 0.0479088, 0.0000627, 0.7388947
210101, -0.1116426, -0.1671849, 0.0555424, 0.0000617, 0.7417999
210201, -0.1047385, -0.1679653, 0.0632268, 0.0000607, 0.7446271
210301, -0.0977702, -0.1687298, 0.0709596, 0.0000597, 0.7473743
210401, -0.0907396, -0.1694777, 0.0787381, 0.0000588, 0.7500397
210501, -0.0836482, -0.1702078, 0.0865596, 0.0000578, 0.7526215
210601, -0.0764981, -0.1709195, 0.0944215, 0.0000569, 0.7551184
210701, -0.0692908, -0.1716118, 0.1023210, 0.0000560, 0.7575296
210801, -0.0620286, -0.1722841, 0.1102555, 0.0000552, 0.7598544
210901, -0.0547134, -0.1729357, 0.1182223, 0.0000543, 0.7620930
211001, -0.0473471, -0.1735662, 0.1262191, 0.0000536, 0.7642461
211101, -0.0399318, -0.1741754, 0.1342436, 0.0000528, 0.7663153
211201, -0.0324696, -0.1747632, 0.1422936, 0.0000522, 0.7683030
211301, -0.0249625, -0.1753299, 0.1503673, 0.0000516, 0.7702122
211401, -0.0174126, -0.1758759, 0.1584633, 0.0000511, 0.7720469
211501, -0.0098218, -0.1764020, 0.1665803, 0.0000506, 0.7738115
211601, -0.0021918, -0.1769090, 0.1747172, 0.0000501, 0.7755110
211701, 0.0054755, -0.1773980, 0.1828736, 0.0000498, 0.7771508
211801, 0.0131786, -0.1778702, 0.1910488, 0.0000495, 0.7787358
211901, 0.0209160, -0.1783266, 0.1992427, 0.0000492, 0.7802715
212001, 0.0286864, -0.1787686, 0.2074550, 0.0000490, 0.7817627
212101, 0.0364884, -0.1791972, 0.2156857, 0.0000488, 0.7832136
212201, 0.0443211, -0.1796137, 0.2239348, 0.0000486, 0.7846287
212301, 0.0521834, -0.1800189, 0.2322023, 0.0000485, 0.7860111
212401, 0.0600745, -0.1804136, 0.2404881, 0.0000484, 0.7873639
212501, 0.0679934, -0.1807990, 0.2487924, 0.0000483, 0.7886901
212601, 0.0759394, -0.1811757, 0.2571151, 0.0000482, 0.7899923
212701, 0.0839119, -0.1815441, 0.2654560, 0.0000482, 0.7912715
212801, 0.0919103, -0.1819046, 0.2738149, 0.0000481, 0.7925293
212901, 0.0999337, -0.1822583, 0.2821921, 0.0000481, 0.7937685
213001, 0.1079818, -0.1826057, 0.2905875, 0.0000480, 0.7949900
213101, 0.1160540, -0.1829466, 0.2990006, 0.0000480, 0.7961941
213201, 0.1241497, -0.1832813, 0.3074310, 0.0000480, 0.7973808
213301, 0.1322686, -0.1836100, 0.3158787, 0.0000480, 0.7985516
213401, 0.1404101, -0.1839336, 0.3243437, 0.0000479, 0.7997078
213501, 0.1485737, -0.1842522, 0.3328259, 0.0000480, 0.8008499
213601, 0.1567590, -0.1845657, 0.3413247, 0.0000480, 0.8019776
213701, 0.1649656, -0.1848746, 0.3498401, 0.0000480, 0.8030920
213801, 0.1731930, -0.1851790, 0.3583720, 0.0000480, 0.8041935
213901, 0.1814408, -0.1854789, 0.3669197, 0.0000480, 0.8052817
214001, 0.1897088, -0.1857737, 0.3754825, 0.0000480, 0.8063557
214101, 0.1979965, -0.1860633, 0.3840598, 0.0000480, 0.8074154
214201, 0.2063035, -0.1863480, 0.3926515, 0.0000481, 0.8084613
214301, 0.2146293, -0.1866286, 0.4012579, 0.0000480, 0.8094947
214401, 0.2229733, -0.1869057, 0.4098791, 0.0000481, 0.8105169
214501, 0.2313352, -0.1871799, 0.4185151, 0.0000481, 0.8115282
214601, 0.2397146, -0.1874508, 0.4271654, 0.0000481, 0.8125285
214701, 0.2481113, -0.1877179, 0.4358292, 0.0000482, 0.8135169
214801, 0.2565249, -0.1879807, 0.4445056, 0.0000482, 0.8144923
214901, 0.2649551, -0.1882391, 0.4531941, 0.0000482, 0.8154546
215001, 0.2734015, -0.1884930, 0.4618945, 0.0000482, 0.8164040
215101, 0.2818637, -0.1887421, 0.4706059, 0.0000483, 0.8173397
215201, 0.2903415, -0.1889860, 0.4793275, 0.0000483, 0.8182612
215301, 0.2988342, -0.1892255, 0.4880597, 0.0000483, 0.8191697
215401, 0.3073413, -0.1894613, 0.4968026, 0.0000483, 0.8200661
215501, 0.3158624, -0.1896935, 0.5055559, 0.0000484, 0.8209503
215601, 0.3243971, -0.1899218, 0.5143189, 0.0000484, 0.8218220
215701, 0.3329451, -0.1901464, 0.5230915, 0.0000485, 0.8226815
215801, 0.3415059, -0.1903676, 0.5318735, 0.0000485, 0.8235291
215901, 0.3500790, -0.1905853, 0.5406643, 0.0000486, 0.8243646
216001, 0.3586641, -0.1907993, 0.5494634, 0.0000487, 0.8251875
216101, 0.3672610, -0.1910091, 0.5582701, 0.0000487, 0.8259974
216201, 0.3758691, -0.1912149, 0.5670840, 0.0000487, 0.8267943
216301, 0.3844880, -0.1914167, 0.5759048, 0.0000487, 0.8275785
216401, 0.3931172, -0.1916151, 0.5847323, 0.0000488, 0.8283501
216501, 0.4017563, -0.1918097, 0.5935660, 0.0000489, 0.8291090
216601, 0.4104050, -0.1920005, 0.6024055, 0.0000489, 0.8298550
216701, 0.4190628, -0.1921873, 0.6112501, 0.0000490, 0.8305879
216801, 0.4277292, -0.1923701, 0.6200993, 0.0000490, 0.8313075
216901, 0.4364040, -0.1925484, 0.6289524, 0.0000490, 0.8320133
217001, 0.4450867, -0.1927218, 0.6378085, 0.0000491, 0.8327049
217101, 0.4537770, -0.1928896, 0.6466667, 0.0000492, 0.8333814
217201, 0.4624745, -0.1930518, 0.6555263, 0.0000492, 0.8340427
217301, 0.4711784, -0.1932094, 0.6643877, 0.0000493, 0.8346898
217401, 0.4798881, -0.1933628, 0.6732509, 0.0000493, 0.8353231
217501, 0.4886031, -0.1935122, 0.6821153, 0.0000494, 0.8359427
217601, 0.4973231, -0.1936575, 0.6909806, 0.0000495, 0.8365485
217701, 0.5060474, -0.1937987, 0.6998461, 0.0000495, 0.8371401
217801, 0.5147757, -0.1939357, 0.7087113, 0.0000496, 0.8377176
217901, 0.5235074, -0.1940683, 0.7175756, 0.0000497, 0.8382806
218001, 0.5322420, -0.1941965, 0.7264384, 0.0000498, 0.8388291
218101, 0.5409791, -0.1943202, 0.7352992, 0.0000499, 0.8393630
218201, 0.5497181, -0.1944393, 0.7441574, 0.0000499, 0.8398819
218301, 0.5584585, -0.1945536, 0.7530122, 0.0000500, 0.8403857
218401, 0.5671999, -0.1946632, 0.7618631, 0.0000501, 0.8408742
218501, 0.5759416, -0.1947678, 0.7707094, 0.0000502, 0.8413472
218601, 0.5846832, -0.1948672, 0.7795504, 0.0000502, 0.8418043
218701, 0.5934243, -0.1949608, 0.7883850, 0.0000504, 0.8422451
218801, 0.6021642, -0.1950478, 0.7972120, 0.0000504, 0.8426686
218901, 0.6109024, -0.1951285, 0.8060309, 0.0000505, 0.8430749
219001, 0.6196380, -0.1952039, 0.8148419, 0.0000506, 0.8434649
219101, 0.6283704, -0.1952743, 0.8236447, 0.0000508, 0.8438385
219201, 0.6370988, -0.1953398, 0.8324386, 0.0000508, 0.8441958
219301, 0.6458227, -0.1954003, 0.8412230, 0.0000510, 0.8445365
219401, 0.6545415, -0.1954556, 0.8499971, 0.0000510, 0.8448603
219501, 0.6632546, -0.1955058, 0.8587603, 0.0000511, 0.8451672
219601, 0.6719612, -0.1955506, 0.8675118, 0.0000513, 0.8454568
219701, 0.6806607, -0.1955900, 0.8762507, 0.0000514, 0.8457289
219801, 0.6893525, -0.1956239, 0.8849764, 0.0000515, 0.8459833
219901, 0.6980359, -0.1956522, 0.8936881, 0.0000516, 0.8462198
220001, 0.7067101, -0.1956748, 0.9023849, 0.0000517, 0.8464380
220101, 0.7153744, -0.1956916, 0.9110660, 0.0000518, 0.8466377
220201, 0.7240281, -0.1957025, 0.9197306, 0.0000520, 0.8468188
220301, 0.7326705, -0.1957074, 0.9283779, 0.0000521, 0.8469808
220401, 0.7413007, -0.1957062, 0.9370069, 0.0000523, 0.8471235
220501, 0.7499180, -0.1956988, 0.9456168, 0.0000525, 0.8472468
220601, 0.7585216, -0.1956850, 0.9542066, 0.0000525, 0.8473502
220701, 0.7671106, -0.1956648, 0.9627754, 0.0000527, 0.8474335
220801, 0.7756842, -0.1956381, 0.9713222, 0.0000528, 0.8474962
220901, 0.7842415, -0.1956047, 0.9798462, 0.0000530, 0.8475384
221001, 0.7927816, -0.1955645, 0.9883461, 0.0000532, 0.8475593
221101, 0.8013037, -0.1955174, 0.9968211, 0.0000533, 0.8475588
221201, 0.8098067, -0.1954633, 1.0052699, 0.0000535, 0.8475364
221301, 0.8182897, -0.1954020, 1.0136917, 0.0000537, 0.8474920
221401, 0.8267517, -0.1953335, 1.0220852, 0.0000539, 0.8474250
221501, 0.8351916, -0.1952576, 1.0304492, 0.0000541, 0.8473351
221601, 0.8436085, -0.1951740, 1.0387825, 0.0000543, 0.8472218
221701, 0.8520011, -0.1950827, 1.0470838, 0.0000545, 0.8470846
221801, 0.8603685, -0.1949836, 1.0553521, 0.0000547, 0.8469233
221901, 0.8687094, -0.1948765, 1.0635859, 0.0000549, 0.8467373
222001, 0.8770226, -0.1947612, 1.0717838, 0.0000551, 0.8465260
222101, 0.8853071, -0.1946376, 1.0799446, 0.0000554, 0.8462892
222201, 0.8935613, -0.1945054, 1.0880666, 0.0000556, 0.8460260
222301, 0.9017840, -0.1943644, 1.0961484, 0.0000558, 0.8457362
222401, 0.9099738, -0.1942146, 1.1041884, 0.0000560, 0.8454189
222501, 0.9181294, -0.1940557, 1.1121851, 0.0000563, 0.8450737
222601, 0.9262495, -0.1938876, 1.1201371, 0.0000566, 0.8447002
222701, 0.9343320, -0.1937098, 1.1280418, 0.0000568, 0.8442972
222801, 0.9423758, -0.1935223, 1.1358981, 0.0000571, 0.8438644
222901, 0.9503791, -0.1933247, 1.1437038, 0.0000574, 0.8434009
223001, 0.9583403, -0.1931169, 1.1514572, 0.0000577, 0.8429060
223101, 0.9662574, -0.1928985, 1.1591559, 0.0000581, 0.8423788
223201, 0.9741286, -0.1926692, 1.1667978, 0.0000583, 0.8418185
223301, 0.9819520, -0.1924290, 1.1743809, 0.0000587, 0.8412243
223401, 0.9897257, -0.1921775, 1.1819032, 0.0000591, 0.8405955
223501, 0.9974473, -0.1919144, 1.1893618, 0.0000594, 0.8399309
223601, 1.0051147, -0.1916395, 1.1967542, 0.0000598, 0.8392294
223701, 1.0127257, -0.1913523, 1.2040780, 0.0000602, 0.8384902
223801, 1.0202775, -0.1910525, 1.2113301, 0.0000606, 0.8377118
223901, 1.0277682, -0.1907398, 1.2185080, 0.0000610, 0.8368934
224001, 1.0351943, -0.1904137, 1.2256080, 0.0000615, 0.8360333
224101, 1.0425536, -0.1900739, 1.2326275, 0.0000620, 0.8351306
224201, 1.0498427, -0.1897198, 1.2395625, 0.0000624, 0.8341835
224301, 1.0570584, -0.1893509, 1.2464092, 0.0000630, 0.8331903
224401, 1.0641979, -0.1889669, 1.2531648, 0.0000635, 0.8321500
224501, 1.0712569, -0.1885671, 1.2598240, 0.0000641, 0.8310602
224601, 1.0782319, -0.1881509, 1.2663828, 0.0000647, 0.8299192
224701, 1.0851188, -0.1877179, 1.2728366, 0.0000653, 0.8287250
224801, 1.0919136, -0.1872673, 1.2791808, 0.0000659, 0.8274757
224901, 1.0986114, -0.1867983, 1.2854098, 0.0000666, 0.8261687
225001, 1.1052073, -0.1863104, 1.2915177, 0.0000674, 0.8248014
225101, 1.1116962, -0.1858026, 1.2974987, 0.0000681, 0.8233714
225201, 1.1180716, -0.1852739, 1.3033455, 0.0000690, 0.8218751
225301, 1.1243286, -0.1847237, 1.3090522, 0.0000698, 0.8203102
225401, 1.1304599, -0.1841507, 1.3146106, 0.0000707, 0.8186728
225501, 1.1364581, -0.1835539, 1.3200120, 0.0000717, 0.8169590
225601, 1.1423157, -0.1829321, 1.3252478, 0.0000728, 0.8151649
225701, 1.1480236, -0.1822838, 1.3303074, 0.0000739, 0.8132854
225801, 1.1535727, -0.1816077, 1.3351804, 0.0000751, 0.8113159
225901, 1.1589527, -0.1809021, 1.3398548, 0.0000763, 0.8092508
226001, 1.1641519, -0.1801651, 1.3443170, 0.0000778, 0.8070837
226101, 1.1691584, -0.1793952, 1.3485537, 0.0000792, 0.8048084
226201, 1.1739571, -0.1785896, 1.3525467, 0.0000808, 0.8024162
226301, 1.1785323, -0.1777461, 1.3562783, 0.0000826, 0.7998988
226401, 1.1828655, -0.1768615, 1.3597270, 0.0000845, 0.7972457
226501, 1.1869371, -0.1759330, 1.3628702, 0.0000867, 0.7944463
226601, 1.1907250, -0.1749572, 1.3656822, 0.0000890, 0.7914883
226701, 1.1942005, -0.1739293, 1.3681298, 0.0000915, 0.7883553
226801, 1.1973343, -0.1728449, 1.3701792, 0.0000943, 0.7850311
226901, 1.2000922, -0.1716991, 1.3717913, 0.0000976, 0.7814969
227001, 1.2024336, -0.1704855, 1.3729191, 0.0001011, 0.7777295
227101, 1.2043169, -0.1691986, 1.3735155, 0.0001050, 0.7737067
227201, 1.2056943, -0.1678319, 1.3735262, 0.0001093, 0.7694023
227301, 1.2065197, -0.1663804, 1.3729001, 0.0001139, 0.7647927
227401, 1.2067475, -0.1648402, 1.3715877, 0.0001186, 0.7598556
227501, 1.2063533, -0.1632127, 1.3695660, 0.0001231, 0.7545835
227601, 1.2053389, -0.1615060, 1.3668449, 0.0001271, 0.7489873
227701, 1.2037391, -0.1597347, 1.3634738, 0.0001301, 0.7430988
227801, 1.2016153, -0.1579183, 1.3595337, 0.0001321, 0.7369664
227901, 1.1990328, -0.1560752, 1.3551079, 0.0001333, 0.7306388
228001, 1.1960432, -0.1542191, 1.3502622, 0.0001340, 0.7241543
228101, 1.1926769, -0.1523583, 1.3450352, 0.0001342, 0.7175359
228201, 1.1889461, -0.1504970, 1.3394430, 0.0001345, 0.7107944
228301, 1.1848519, -0.1486365, 1.3334884, 0.0001348, 0.7039330
228401, 1.1803905, -0.1467773, 1.3271678, 0.0001352, 0.6969518
228501, 1.1755529, -0.1449189, 1.3204718, 0.0001356, 0.6898478
228601, 1.1703323, -0.1430614, 1.3133937, 0.0001361, 0.6826192
228701, 1.1647206, -0.1412046, 1.3059251, 0.0001367, 0.6752638
228801, 1.1587136, -0.1393487, 1.2980624, 0.0001373, 0.6677815
228901, 1.1523064, -0.1374944, 1.2898008, 0.0001379, 0.6601719
229001, 1.1454960, -0.1356422, 1.2811383, 0.0001385, 0.6524358
229101, 1.1382825, -0.1337933, 1.2720757, 0.0001390, 0.6445756
229201, 1.1306650, -0.1319486, 1.2626136, 0.0001397, 0.6365933
229301, 1.1226453, -0.1301094, 1.2527547, 0.0001402, 0.6284921
229401, 1.1142254, -0.1282770, 1.2425024, 0.0001407, 0.6202755
229501, 1.1054092, -0.1264528, 1.2318619, 0.0001411, 0.6119477
229601, 1.0962006, -0.1246382, 1.2208388, 0.0001416, 0.6035130
229701, 1.0866063, -0.1228347, 1.2094411, 0.0001419, 0.5949770
229801, 1.0766315, -0.1210438, 1.1976753, 0.0001422, 0.5863443
229901, 1.0662831, -0.1192670, 1.1855501, 0.0001425, 0.5776204
230001, 1.0555702, -0.1175058, 1.1730760, 0.0001426, 0.5688116
230101, 1.0444996, -0.1157615, 1.1602611, 0.0001427, 0.5599232
230201, 1.0330800, -0.1140355, 1.1471155, 0.0001428, 0.5509611
230301, 1.0213215, -0.1123293, 1.1336508, 0.0001428, 0.5419317
230401, 1.0092347, -0.1106441, 1.1198788, 0.0001427, 0.5328416
230501, 0.9968288, -0.1089812, 1.1058100, 0.0001426, 0.5236966
230601, 0.9841146, -0.1073418, 1.0914564, 0.0001423, 0.5145032
230701, 0.9711034, -0.1057270, 1.0768304, 0.0001421, 0.5052676
230801, 0.9578067, -0.1041378, 1.0619445, 0.0001417, 0.4959963
230901, 0.9442359, -0.1025753, 1.0468112, 0.0001413, 0.4866956
231001, 0.9304022, -0.1010403, 1.0314425, 0.0001408, 0.4773713
231101, 0.9163187, -0.0995338, 1.0158524, 0.0001403, 0.4680303
231201, 0.9019969, -0.0980564, 1.0000533, 0.0001397, 0.4586783
231301, 0.8874485, -0.0966089, 0.9840574, 0.0001390, 0.4493211
231401, 0.8726868, -0.0951919, 0.9678787, 0.0001383, 0.4399650
231501, 0.8577233, -0.0938059, 0.9515292, 0.0001375, 0.4306155
231601, 0.8425713, -0.0924515, 0.9350227, 0.0001367, 0.4212785
231701, 0.8272421, -0.0911289, 0.9183710, 0.0001358, 0.4119592
231801, 0.8117490, -0.0898387, 0.9015878, 0.0001348, 0.4026635
231901, 0.7961048, -0.0885811, 0.8846859, 0.0001338, 0.3933967
232001, 0.7803206, -0.0873562, 0.8676768, 0.0001328, 0.3841633
232101, 0.7644092, -0.0861643, 0.8505735, 0.0001316, 0.3749688
232201, 0.7483823, -0.0850053, 0.8333876, 0.0001305, 0.3658177
232301, 0.7322530, -0.0838795, 0.8161324, 0.0001293, 0.3567151
232401, 0.7160318, -0.0827866, 0.7988184, 0.0001281, 0.3476650
232501, 0.6997306, -0.0817267, 0.7814573, 0.0001268, 0.3386718
232601, 0.6833607, -0.0806996, 0.7640603, 0.0001254, 0.3297395
232701, 0.6669332, -0.0797052, 0.7466384, 0.0001241, 0.3208720
232801, 0.6504589, -0.0787432, 0.7292021, 0.0001226, 0.3120730
232901, 0.6339480, -0.0778133, 0.7117613, 0.0001212, 0.3033458
233001, 0.6174113, -0.0769153, 0.6943266, 0.0001197, 0.2946940
233101, 0.6008581, -0.0760488, 0.6769069, 0.0001182, 0.2861204
233201, 0.5842982, -0.0752134, 0.6595116, 0.0001167, 0.2776279
233301, 0.5677411, -0.0744088, 0.6421499, 0.0001152, 0.2692193
233401, 0.5511946, -0.0736344, 0.6248290, 0.0001136, 0.2608966
233501, 0.5346673, -0.0728899, 0.6075572, 0.0001120, 0.2526622
233601, 0.5181676, -0.0721746, 0.5903422, 0.0001104, 0.2445182
233701, 0.5017028, -0.0714882, 0.5731910, 0.0001088, 0.2364662
233801, 0.4852809, -0.0708301, 0.5561110, 0.0001071, 0.2285083
233901, 0.4689073, -0.0701997, 0.5391070, 0.0001055, 0.2206452
234001, 0.4525895, -0.0695965, 0.5221860, 0.0001038, 0.2128787
234101, 0.4363331, -0.0690199, 0.5053530, 0.0001022, 0.2052094
234201, 0.4201436, -0.0684692, 0.4886128, 0.0001005, 0.1976384
234301, 0.4040269, -0.0679441, 0.4719709, 0.0000988, 0.1901665
234401, 0.3879865, -0.0674436, 0.4554301, 0.0000972, 0.1827936
234501, 0.3720277, -0.0669674, 0.4389952, 0.0000955, 0.1755206
234601, 0.3561547, -0.0665148, 0.4226695, 0.0000939, 0.1683475
234701, 0.3403714, -0.0660852, 0.4064566, 0.0000923, 0.1612746
234801, 0.3246809, -0.0656780, 0.3903589, 0.0000906, 0.1543016
234901, 0.3090864, -0.0652925, 0.3743790, 0.0000891, 0.1474284
235001, 0.2935910, -0.0649282, 0.3585193, 0.0000874, 0.1406547
235101, 0.2781970, -0.0645845, 0.3427815, 0.0000858, 0.1339801
235201, 0.2629066, -0.0642607, 0.3271673, 0.0000843, 0.1274041
235301, 0.2477223, -0.0639564, 0.3116787, 0.0000827, 0.1209262
235401, 0.2326449, -0.0636708, 0.2963157, 0.0000812, 0.1145453
235501, 0.2176764, -0.0634034, 0.2810798, 0.0000797, 0.1082610
235601, 0.2028179, -0.0631537, 0.2659717, 0.0000783, 0.1020722
235701, 0.1880705, -0.0629211, 0.2509916, 0.0000768, 0.0959781
235801, 0.1734349, -0.0627050, 0.2361399, 0.0000754, 0.0899776
235901, 0.1589117, -0.0625048, 0.2214166, 0.0000740, 0.0840696
236001, 0.1445017, -0.0623202, 0.2068219, 0.0000726, 0.0782532
236101, 0.1302054, -0.0621505, 0.1923559, 0.0000713, 0.0725274
236201, 0.1160227, -0.0619952, 0.1780179, 0.0000699, 0.0668908
236301, 0.1019538, -0.0618539, 0.1638077, 0.0000686, 0.0613423
236401, 0.0879989, -0.0617260, 0.1497250, 0.0000674, 0.0558806
236501, 0.0741577, -0.0616111, 0.1357688, 0.0000662, 0.0505046
236601, 0.0604303, -0.0615088, 0.1219390, 0.0000649, 0.0452129
236701, 0.0468164, -0.0614184, 0.1082349, 0.0000638, 0.0400043
236801, 0.0333162, -0.0613398, 0.0946560, 0.0000626, 0.0348777
236901, 0.0199298, -0.0612723, 0.0812021, 0.0000615, 0.0298317
237001, 0.0066571, -0.0612157, 0.0678728, 0.0000604, 0.0248650
237101, -0.0065010, -0.0611695, 0.0546685, 0.0000593, 0.0199766
237201, -0.0195435, -0.0611336, 0.0415900, 0.0000583, 0.0151652
237301, -0.0324680, -0.0611074, 0.0286394, 0.0000572, 0.0104298
237401, -0.0452691, -0.0610910, 0.0158219, 0.0000561, 0.0057694
237501, -0.0579337, -0.0610846, 0.0031509, 0.0000550, 0.0011836
237601, -0.0704181, -0.0610896, -0.0093285, 0.0000537, 0.0033266
237701, -0.0826158, -0.0611088, -0.0215070, 0.0000526, 0.0077583
237801, -0.0944920, -0.0611405, -0.0333515, 0.0000517, 0.0121146
237901, -0.1060843, -0.0611809, -0.0449035, 0.0000510, 0.0164028
238001, -0.1174136, -0.0612285, -0.0561851, 0.0000503, 0.0206272
238101, -0.1284907, -0.0612830, -0.0672077, 0.0000496, 0.0247901
238201, -0.1393229, -0.0613441, -0.0779788, 0.0000490, 0.0288928
238301, -0.1499160, -0.0614116, -0.0885045, 0.0000483, 0.0329365
238401, -0.1602757, -0.0614852, -0.0987905, 0.0000478, 0.0369223
238501, -0.1704067, -0.0615647, -0.1088420, 0.0000472, 0.0408511
238601, -0.1803142, -0.0616500, -0.1186642, 0.0000466, 0.0447243
238701, -0.1900027, -0.0617407, -0.1282620, 0.0000461, 0.0485427
238801, -0.1994769, -0.0618367, -0.1376403, 0.0000456, 0.0523075
238901, -0.2087413, -0.0619377, -0.1468037, 0.0000451, 0.0560198
239001, -0.2178002, -0.0620435, -0.1557567, 0.0000446, 0.0596805
239101, -0.2266575, -0.0621539, -0.1645036, 0.0000442, 0.0632907
239201, -0.2353180, -0.0622688, -0.1730492, 0.0000438, 0.0668514
239301, -0.2437849, -0.0623879, -0.1813970, 0.0000433, 0.0703636
239401, -0.2520624, -0.0625110, -0.1895513, 0.0000429, 0.0738282
239501, -0.2601544, -0.0626381, -0.1975164, 0.0000425, 0.0772462
239601, -0.2680646, -0.0627688, -0.2052958, 0.0000422, 0.0806185
239701, -0.2757964, -0.0629030, -0.2128934, 0.0000418, 0.0839460
239801, -0.2833535, -0.0630406, -0.2203129, 0.0000415, 0.0872297
239901, -0.2907394, -0.0631814, -0.2275580, 0.0000412, 0.0904703
240001, -0.2979570, -0.0633253, -0.2346317, 0.0000408, 0.0936686
240101, -0.3050099, -0.0634721, -0.2415378, 0.0000406, 0.0968257
240201, -0.3119014, -0.0636217, -0.2482797, 0.0000402, 0.0999422
240301, -0.3186345, -0.0637740, -0.2548605, 0.0000400, 0.1030191
240401, -0.3252119, -0.0639287, -0.2612832, 0.0000397, 0.1060568
240501, -0.3316373, -0.0640859, -0.2675514, 0.0000394, 0.1090566
240601, -0.3379130, -0.0642454, -0.2736676, 0.0000392, 0.1120188
240701, -0.3440421, -0.0644070, -0.2796351, 0.0000390, 0.1149443
240801, -0.3500272, -0.0645708, -0.2854565, 0.0000387, 0.1178339
240901, -0.3558706, -0.0647364, -0.2911342, 0.0000385, 0.1206879
241001, -0.3615759, -0.0649039, -0.2966720, 0.0000383, 0.1235076
241101, -0.3671452, -0.0650732, -0.3020720, 0.0000381, 0.1262933
241201, -0.3725807, -0.0652442, -0.3073365, 0.0000379, 0.1290456
241301, -0.3778852, -0.0654167, -0.3124685, 0.0000377, 0.1317653
241401, -0.3830612, -0.0655907, -0.3174704, 0.0000375, 0.1344531
241501, -0.3881109, -0.0657662, -0.3223447, 0.0000374, 0.1371095
241601, -0.3930364, -0.0659430, -0.3270934, 0.0000372, 0.1397350
241701, -0.3978403, -0.0661210, -0.3317193, 0.0000370, 0.1423304
241801, -0.4025245, -0.0663003, -0.3362242, 0.0000368, 0.1448961
241901, -0.4070914, -0.0664806, -0.3406108, 0.0000367, 0.1474328
242001, -0.4115431, -0.0666621, -0.3448810, 0.0000366, 0.1499411
242101, -0.4158814, -0.0668445, -0.3490369, 0.0000365, 0.1524214
242201, -0.4201088, -0.0670279, -0.3530809, 0.0000363, 0.1548743
242301, -0.4242266, -0.0672121, -0.3570145, 0.0000362, 0.1573003
242401, -0.4282373, -0.0673972, -0.3608401, 0.0000360, 0.1597000
242501, -0.4321422, -0.0675830, -0.3645592, 0.0000359, 0.1620737
242601, -0.4359439, -0.0677695, -0.3681743, 0.0000358, 0.1644222
242701, -0.4396434, -0.0679568, -0.3716867, 0.0000357, 0.1667457
242801, -0.4432430, -0.0681446, -0.3750984, 0.0000356, 0.1690448
242901, -0.4467442, -0.0683330, -0.3784112, 0.0000355, 0.1713199
243001, -0.4501489, -0.0685220, -0.3816269, 0.0000354, 0.1735717
243101, -0.4534588, -0.0687115, -0.3847473, 0.0000352, 0.1758004
243201, -0.4566748, -0.0689014, -0.3877734, 0.0000352, 0.1780063
